x,y
2.0,113.0
5.0,112.0
8.0,112.0
9.0,112.0
10.0,112.0
13.0,111.0
16.0,111.0
18.0,111.0
20.0,111.0
22.0,111.0
24.0,111.0
26.0,111.0
29.0,112.0
32.0,112.0
34.0,112.0
36.0,112.0
38.0,112.0
41.0,112.0
44.0,113.0
47.0,112.0
50.0,113.0
53.0,114.0
54.0,114.0
57.0,114.0
60.0,116.0
63.0,118.0
65.0,118.0
68.0,117.0
70.0,116.0
73.0,114.0
76.0,113.0
78.0,113.0
81.0,113.0
82.0,113.0
85.0,112.0
88.0,113.0
89.0,113.0
92.0,112.0
95.0,99.0
98.0,72.0
101.0,94.0
104.0,159.0
107.0,157.0
109.0,141.0
112.0,119.0
115.0,112.0
118.0,111.0
120.0,111.0
123.0,110.0
126.0,110.0
128.0,110.0
130.0,110.0
133.0,109.0
136.0,108.0
139.0,109.0
142.0,108.0
144.0,107.0
146.0,106.0
149.0,104.0
152.0,102.0
155.0,100.0
158.0,96.0
161.0,94.0
164.0,92.0
167.0,90.0
170.0,91.0
172.0,92.0
175.0,94.0
178.0,98.0
180.0,101.0
183.0,105.0
185.0,107.0
188.0,110.0
191.0,111.0
193.0,111.0
195.0,111.0
198.0,112.0
201.0,112.0
203.0,112.0
205.0,112.0
207.0,112.0
209.0,112.0
211.0,112.0
213.0,112.0
215.0,112.0
217.0,112.0
219.0,112.0
221.0,112.0
223.0,112.0
225.0,112.0
228.0,111.0
231.0,112.0
234.0,112.0
236.0,112.0
238.0,112.0
241.0,113.0
244.0,113.0
247.0,112.0
250.0,113.0
253.0,113.0
256.0,112.0
259.0,113.0
262.0,114.0
265.0,113.0
268.0,114.0
270.0,115.0
272.0,116.0
274.0,117.0
277.0,118.0
280.0,119.0
283.0,118.0
285.0,117.0
287.0,116.0
289.0,115.0
292.0,114.0
295.0,113.0
298.0,112.0
300.0,113.0
303.0,114.0
304.0,114.0
306.0,114.0
308.0,114.0
311.0,106.0
314.0,79.0
317.0,111.0
319.0,147.0
322.0,162.0
323.0,154.0
324.0,146.0
327.0,122.0
330.0,113.0
333.0,112.0
336.0,111.0
337.0,111.0
339.0,111.0
342.0,110.0
343.0,110.0
345.0,110.0
347.0,110.0
350.0,109.0
351.0,109.0
353.0,109.0
356.0,108.0
358.0,108.0
361.0,106.0
363.0,105.0
365.0,104.0
368.0,102.0
371.0,100.0
373.0,98.0
376.0,94.0
378.0,92.0
379.0,91.0
380.0,90.0
383.0,89.0
385.0,89.0
388.0,90.0
390.0,92.0
393.0,96.0
396.0,100.0
399.0,104.0
402.0,108.0
403.0,109.0
406.0,110.0
407.0,110.0
409.0,110.0
412.0,111.0
413.0,111.0
415.0,111.0
418.0,111.0
420.0,111.0
423.0,112.0
424.0,112.0
426.0,112.0
428.0,112.0
430.0,112.0
432.0,112.0
435.0,111.0
437.0,111.0
439.0,111.0
442.0,111.0
444.0,111.0
446.0,111.0
449.0,112.0
450.0,112.0
452.0,112.0
454.0,112.0
456.0,112.0
458.0,112.0
460.0,112.0
463.0,113.0
466.0,114.0
467.0,114.0
469.0,114.0
471.0,114.0
473.0,114.0
475.0,114.0
477.0,114.0
480.0,114.0
482.0,114.0
484.0,114.0
487.0,115.0
490.0,116.0
493.0,117.0
494.0,117.0
497.0,117.0
500.0,116.0
503.0,115.0
505.0,115.0
508.0,115.0
511.0,114.0
514.0,114.0
517.0,113.0
520.0,113.0
523.0,113.0
526.0,109.0
529.0,80.0
530.0,70.0
533.0,88.0
536.0,159.0
539.0,160.0
541.0,143.0
543.0,126.0
546.0,115.0
549.0,112.0
552.0,111.0
554.0,111.0
557.0,110.0
560.0,110.0
563.0,110.0
566.0,109.0
569.0,109.0
572.0,108.0
575.0,107.0
577.0,106.0
579.0,105.0
582.0,103.0
585.0,101.0
588.0,98.0
591.0,95.0
594.0,92.0
597.0,89.0
600.0,87.0
603.0,87.0
606.0,91.0
609.0,95.0
612.0,99.0
615.0,103.0
617.0,105.0
620.0,108.0
623.0,110.0
626.0,111.0
627.0,111.0
630.0,111.0
633.0,112.0
636.0,112.0
639.0,112.0
642.0,111.0
