x,y
3.0,113.0
6.0,112.0
8.0,111.0
10.0,110.0
12.0,109.0
15.0,110.0
18.0,111.0
19.0,111.0
21.0,111.0
24.0,110.0
27.0,110.0
29.0,110.0
32.0,111.0
35.0,111.0
38.0,110.0
41.0,111.0
44.0,113.0
47.0,112.0
50.0,109.0
53.0,108.0
54.0,108.0
57.0,107.0
59.0,104.0
61.0,101.0
64.0,101.0
65.0,102.0
68.0,106.0
71.0,110.0
73.0,113.0
76.0,114.0
78.0,113.0
81.0,113.0
82.0,114.0
85.0,116.0
86.0,116.0
89.0,115.0
92.0,115.0
95.0,116.0
96.0,117.0
99.0,110.0
100.0,108.0
103.0,112.0
104.0,117.0
105.0,122.0
108.0,127.0
110.0,121.0
111.0,118.0
114.0,113.0
116.0,114.0
119.0,116.0
122.0,114.0
125.0,114.0
127.0,116.0
130.0,115.0
133.0,113.0
136.0,112.0
139.0,113.0
141.0,113.0
144.0,112.0
147.0,111.0
149.0,111.0
152.0,111.0
155.0,109.0
158.0,108.0
160.0,109.0
163.0,106.0
164.0,105.0
167.0,105.0
168.0,105.0
171.0,104.0
174.0,103.0
177.0,104.0
180.0,104.0
183.0,106.0
186.0,109.0
189.0,110.0
192.0,111.0
193.0,111.0
196.0,112.0
199.0,112.0
202.0,113.0
205.0,113.0
208.0,112.0
211.0,112.0
213.0,112.0
216.0,112.0
218.0,112.0
220.0,112.0
223.0,111.0
226.0,111.0
228.0,111.0
230.0,111.0
232.0,111.0
235.0,110.0
238.0,109.0
240.0,110.0
243.0,111.0
246.0,111.0
249.0,112.0
252.0,112.0
254.0,112.0
256.0,112.0
258.0,112.0
260.0,112.0
263.0,111.0
266.0,109.0
268.0,108.0
271.0,107.0
274.0,104.0
275.0,103.0
278.0,101.0
281.0,103.0
284.0,106.0
287.0,109.0
290.0,111.0
293.0,113.0
295.0,113.0
298.0,115.0
299.0,116.0
302.0,116.0
305.0,115.0
308.0,114.0
311.0,113.0
314.0,109.0
315.0,107.0
318.0,106.0
320.0,121.0
323.0,133.0
325.0,125.0
328.0,114.0
331.0,114.0
334.0,114.0
336.0,114.0
339.0,113.0
340.0,113.0
342.0,113.0
345.0,112.0
347.0,112.0
350.0,113.0
353.0,112.0
356.0,112.0
357.0,113.0
360.0,113.0
363.0,112.0
366.0,111.0
369.0,110.0
372.0,110.0
375.0,108.0
378.0,106.0
381.0,105.0
384.0,104.0
387.0,103.0
388.0,103.0
390.0,103.0
392.0,103.0
395.0,102.0
398.0,104.0
400.0,106.0
401.0,107.0
402.0,108.0
403.0,109.0
404.0,110.0
405.0,111.0
408.0,112.0
411.0,111.0
414.0,112.0
417.0,113.0
418.0,113.0
421.0,112.0
424.0,112.0
426.0,112.0
429.0,113.0
432.0,112.0
435.0,111.0
438.0,112.0
440.0,112.0
443.0,111.0
445.0,111.0
448.0,111.0
451.0,111.0
454.0,112.0
455.0,112.0
458.0,111.0
459.0,111.0
462.0,112.0
465.0,111.0
467.0,111.0
470.0,111.0
472.0,112.0
475.0,112.0
478.0,111.0
481.0,110.0
483.0,109.0
485.0,108.0
487.0,107.0
489.0,106.0
492.0,104.0
495.0,104.0
498.0,105.0
499.0,105.0
502.0,107.0
505.0,110.0
507.0,110.0
510.0,112.0
513.0,114.0
515.0,115.0
518.0,117.0
521.0,115.0
522.0,114.0
525.0,112.0
528.0,115.0
531.0,108.0
532.0,106.0
535.0,115.0
537.0,130.0
540.0,130.0
541.0,126.0
542.0,122.0
545.0,113.0
548.0,112.0
549.0,112.0
552.0,113.0
553.0,113.0
555.0,113.0
558.0,113.0
561.0,114.0
562.0,114.0
565.0,113.0
566.0,113.0
569.0,112.0
572.0,112.0
575.0,112.0
578.0,111.0
581.0,111.0
584.0,112.0
587.0,109.0
590.0,107.0
593.0,106.0
594.0,106.0
597.0,106.0
600.0,103.0
603.0,103.0
605.0,104.0
607.0,104.0
610.0,104.0
613.0,105.0
615.0,107.0
618.0,109.0
620.0,109.0
623.0,110.0
626.0,111.0
627.0,111.0
630.0,110.0
633.0,111.0
636.0,112.0
638.0,112.0
641.0,111.0
