x,y
1316.0,141.0
1319.0,144.0
1320.0,145.0
1323.0,146.0
1326.0,128.0
1329.0,99.0
1332.0,118.0
1335.0,149.0
1338.0,145.0
1339.0,143.0
1342.0,139.0
1345.0,140.0
1348.0,141.0
1350.0,140.0
1352.0,139.0
1355.0,139.0
1356.0,139.0
1359.0,140.0
1362.0,139.0
1365.0,137.0
1367.0,137.0
1370.0,137.0
1372.0,136.0
1375.0,135.0
1378.0,134.0
1381.0,133.0
1384.0,131.0
1386.0,129.0
1389.0,126.0
1392.0,122.0
1395.0,120.0
1398.0,118.0
1401.0,117.0
1402.0,117.0
1403.0,117.0
1406.0,118.0
1407.0,118.0
1410.0,122.0
1413.0,126.0
1416.0,131.0
1419.0,132.0
1422.0,133.0
1425.0,134.0
1428.0,135.0
1429.0,135.0
1430.0,135.0
1431.0,135.0
1432.0,135.0
1435.0,134.0
1436.0,134.0
1437.0,134.0
1440.0,135.0
1443.0,136.0
1444.0,136.0
1447.0,135.0
1450.0,134.0
1451.0,134.0
1452.0,134.0
1453.0,134.0
1454.0,134.0
1455.0,134.0
1456.0,134.0
1457.0,134.0
1458.0,134.0
1459.0,134.0
1460.0,134.0
1461.0,134.0
1462.0,134.0
1463.0,134.0
1464.0,134.0
1465.0,134.0
1466.0,134.0
1467.0,134.0
1470.0,135.0
1471.0,135.0
1474.0,134.0
1475.0,134.0
1476.0,134.0
1477.0,134.0
1478.0,134.0
1481.0,135.0
1484.0,136.0
1487.0,136.0
1489.0,135.0
1492.0,133.0
1495.0,131.0
1497.0,130.0
1500.0,126.0
1501.0,125.0
1504.0,123.0
1507.0,124.0
1510.0,129.0
1511.0,131.0
1514.0,136.0
1517.0,138.0
1519.0,138.0
1522.0,140.0
1525.0,142.0
1527.0,142.0
1530.0,142.0
1533.0,147.0
1536.0,145.0
1538.0,127.0
1541.0,100.0
1544.0,120.0
1546.0,138.0
1549.0,152.0
1551.0,147.0
1554.0,140.0
1557.0,141.0
1560.0,142.0
1562.0,141.0
1564.0,140.0
1566.0,141.0
1569.0,141.0
1571.0,140.0
1573.0,139.0
1575.0,138.0
1578.0,137.0
1581.0,137.0
1584.0,136.0
1587.0,135.0
1590.0,134.0
1591.0,134.0
1592.0,134.0
1595.0,132.0
1598.0,129.0
1600.0,128.0
1603.0,126.0
1606.0,121.0
1609.0,119.0
1612.0,117.0
1615.0,117.0
1617.0,119.0
1619.0,121.0
1622.0,124.0
1623.0,125.0
1626.0,129.0
1629.0,132.0
1631.0,133.0
1634.0,134.0
1637.0,135.0
1638.0,135.0
1641.0,135.0
1642.0,135.0
1643.0,135.0
1644.0,135.0
1647.0,136.0
1650.0,137.0
1653.0,136.0
1656.0,135.0
1657.0,135.0
1658.0,135.0
1659.0,135.0
1660.0,135.0
1663.0,135.0
1664.0,135.0
1665.0,135.0
1666.0,135.0
1667.0,135.0
1668.0,135.0
1669.0,135.0
1670.0,135.0
1671.0,135.0
1672.0,135.0
1673.0,135.0
1674.0,135.0
1677.0,134.0
1680.0,134.0
1681.0,134.0
1684.0,135.0
1687.0,136.0
1688.0,136.0
1691.0,136.0
1692.0,136.0
1693.0,136.0
1694.0,136.0
1697.0,136.0
1698.0,136.0
1699.0,136.0
1700.0,136.0
1701.0,136.0
1702.0,136.0
1703.0,136.0
1706.0,135.0
1709.0,132.0
1712.0,129.0
1715.0,127.0
1717.0,125.0
1720.0,123.0
1723.0,125.0
1725.0,127.0
1728.0,131.0
1731.0,135.0
1734.0,139.0
1737.0,140.0
1740.0,141.0
1742.0,141.0
1744.0,140.0
1747.0,143.0
1749.0,146.0
1752.0,137.0
1755.0,102.0
1756.0,90.0
1759.0,107.0
1762.0,146.0
1765.0,147.0
1766.0,145.0
1769.0,139.0
1772.0,140.0
1775.0,141.0
1778.0,141.0
1780.0,140.0
1782.0,139.0
1785.0,138.0
1788.0,139.0
1791.0,139.0
1794.0,138.0
1797.0,137.0
1798.0,137.0
1799.0,137.0
1802.0,137.0
1803.0,137.0
1804.0,137.0
1807.0,135.0
1810.0,133.0
1813.0,131.0
1815.0,129.0
1817.0,127.0
1819.0,125.0
1822.0,121.0
1825.0,118.0
1828.0,117.0
1829.0,117.0
1830.0,117.0
1831.0,117.0
1834.0,118.0
1837.0,120.0
1839.0,123.0
1841.0,126.0
1844.0,131.0
1847.0,133.0
1850.0,134.0
1853.0,135.0
1855.0,136.0
1858.0,137.0
1859.0,137.0
1860.0,137.0
1863.0,136.0
1866.0,136.0
1869.0,135.0
1872.0,136.0
1873.0,136.0
1876.0,135.0
1877.0,135.0
1880.0,136.0
1883.0,137.0
1886.0,136.0
1889.0,135.0
1890.0,135.0
1891.0,135.0
1892.0,135.0
1893.0,135.0
1896.0,136.0
1897.0,136.0
1900.0,135.0
1903.0,136.0
1904.0,136.0
1907.0,135.0
1908.0,135.0
1909.0,135.0
1910.0,135.0
1911.0,135.0
1912.0,135.0
1913.0,135.0
1916.0,135.0
1919.0,136.0
1922.0,135.0
1924.0,133.0
1927.0,131.0
1929.0,130.0
1932.0,126.0
1933.0,125.0
1936.0,125.0
1938.0,126.0
