x,y
2.0,141.0
3.0,141.0
6.0,142.0
9.0,143.0
12.0,144.0
15.0,133.0
18.0,98.0
21.0,111.0
24.0,148.0
27.0,146.0
28.0,145.0
31.0,141.0
32.0,141.0
33.0,141.0
34.0,141.0
37.0,142.0
40.0,141.0
42.0,140.0
45.0,139.0
48.0,140.0
50.0,140.0
51.0,140.0
52.0,140.0
53.0,140.0
54.0,140.0
55.0,140.0
56.0,140.0
57.0,140.0
58.0,140.0
61.0,138.0
64.0,137.0
66.0,137.0
69.0,136.0
72.0,134.0
75.0,131.0
78.0,128.0
81.0,125.0
82.0,124.0
85.0,122.0
88.0,120.0
90.0,118.0
93.0,118.0
95.0,120.0
98.0,123.0
101.0,126.0
104.0,129.0
107.0,132.0
110.0,134.0
113.0,135.0
115.0,136.0
117.0,137.0
120.0,137.0
122.0,137.0
124.0,137.0
126.0,137.0
128.0,137.0
131.0,136.0
134.0,136.0
137.0,137.0
140.0,136.0
143.0,135.0
146.0,135.0
147.0,135.0
149.0,135.0
151.0,135.0
153.0,135.0
156.0,135.0
157.0,135.0
160.0,136.0
163.0,136.0
164.0,136.0
166.0,136.0
169.0,137.0
172.0,136.0
175.0,137.0
178.0,136.0
181.0,133.0
184.0,130.0
186.0,128.0
189.0,125.0
191.0,123.0
194.0,123.0
196.0,125.0
198.0,127.0
200.0,129.0
203.0,134.0
206.0,139.0
209.0,140.0
210.0,140.0
213.0,141.0
216.0,141.0
219.0,142.0
222.0,145.0
224.0,145.0
227.0,135.0
230.0,102.0
233.0,114.0
236.0,148.0
239.0,150.0
241.0,144.0
244.0,141.0
247.0,141.0
249.0,141.0
251.0,141.0
253.0,141.0
256.0,141.0
259.0,140.0
262.0,139.0
264.0,140.0
267.0,141.0
270.0,139.0
273.0,137.0
276.0,137.0
279.0,135.0
282.0,134.0
285.0,133.0
286.0,132.0
289.0,128.0
292.0,125.0
293.0,125.0
296.0,123.0
298.0,121.0
301.0,118.0
302.0,118.0
305.0,119.0
308.0,120.0
311.0,125.0
314.0,130.0
316.0,131.0
319.0,133.0
322.0,135.0
325.0,137.0
327.0,138.0
330.0,137.0
333.0,137.0
334.0,137.0
337.0,137.0
340.0,137.0
342.0,137.0
344.0,137.0
347.0,136.0
350.0,135.0
353.0,134.0
356.0,134.0
359.0,134.0
361.0,134.0
364.0,135.0
367.0,136.0
369.0,136.0
372.0,135.0
375.0,134.0
376.0,134.0
379.0,135.0
381.0,135.0
383.0,135.0
386.0,134.0
389.0,135.0
392.0,134.0
394.0,131.0
396.0,128.0
399.0,126.0
402.0,124.0
405.0,122.0
408.0,120.0
411.0,124.0
414.0,128.0
417.0,132.0
420.0,136.0
423.0,138.0
425.0,138.0
428.0,138.0
431.0,138.0
434.0,141.0
436.0,144.0
439.0,134.0
442.0,99.0
445.0,102.0
448.0,142.0
451.0,146.0
453.0,139.0
456.0,139.0
459.0,139.0
461.0,139.0
464.0,138.0
465.0,138.0
467.0,138.0
469.0,138.0
471.0,138.0
473.0,138.0
475.0,138.0
478.0,137.0
479.0,137.0
481.0,137.0
484.0,136.0
487.0,134.0
489.0,135.0
491.0,136.0
494.0,134.0
496.0,132.0
497.0,131.0
498.0,130.0
501.0,128.0
504.0,124.0
507.0,120.0
510.0,117.0
512.0,116.0
514.0,115.0
517.0,117.0
520.0,119.0
521.0,120.0
524.0,122.0
527.0,125.0
530.0,128.0
533.0,131.0
536.0,133.0
539.0,134.0
541.0,135.0
543.0,135.0
546.0,134.0
548.0,134.0
551.0,134.0
554.0,133.0
557.0,136.0
559.0,138.0
562.0,136.0
565.0,135.0
567.0,135.0
570.0,134.0
573.0,133.0
576.0,134.0
579.0,134.0
582.0,134.0
585.0,133.0
588.0,134.0
591.0,135.0
594.0,136.0
597.0,137.0
599.0,136.0
601.0,135.0
603.0,134.0
606.0,132.0
607.0,131.0
610.0,129.0
613.0,127.0
614.0,126.0
617.0,123.0
620.0,122.0
622.0,122.0
625.0,125.0
627.0,129.0
630.0,136.0
631.0,137.0
634.0,138.0
635.0,138.0
638.0,139.0
641.0,140.0
643.0,140.0
646.0,143.0
648.0,146.0
651.0,141.0
653.0,119.0
655.0,96.0
658.0,100.0
661.0,144.0
664.0,150.0
666.0,143.0
669.0,139.0
672.0,140.0
675.0,142.0
678.0,141.0
680.0,140.0
683.0,139.0
686.0,140.0
688.0,140.0
691.0,139.0
694.0,138.0
697.0,137.0
699.0,137.0
702.0,136.0
705.0,134.0
708.0,132.0
711.0,132.0
713.0,130.0
715.0,127.0
717.0,124.0
720.0,122.0
723.0,120.0
725.0,118.0
727.0,116.0
730.0,116.0
732.0,118.0
735.0,121.0
738.0,125.0
741.0,130.0
744.0,133.0
746.0,133.0
749.0,134.0
751.0,135.0
753.0,136.0
756.0,137.0
758.0,137.0
761.0,137.0
764.0,138.0
767.0,137.0
770.0,136.0
772.0,136.0
775.0,135.0
778.0,134.0
781.0,134.0
784.0,136.0
787.0,137.0
788.0,137.0
791.0,136.0
794.0,135.0
797.0,134.0
798.0,134.0
801.0,135.0
804.0,135.0
807.0,135.0
810.0,136.0
813.0,136.0
816.0,136.0
819.0,135.0
822.0,135.0
825.0,136.0
828.0,135.0
831.0,134.0
833.0,133.0
836.0,131.0
839.0,129.0
840.0,128.0
843.0,124.0
844.0,123.0
847.0,123.0
849.0,124.0
851.0,126.0
854.0,130.0
856.0,133.0
858.0,136.0
860.0,139.0
863.0,140.0
864.0,140.0
867.0,139.0
870.0,140.0
873.0,143.0
875.0,145.0
878.0,137.0
881.0,105.0
882.0,94.0
885.0,115.0
887.0,137.0
890.0,150.0
892.0,144.0
895.0,140.0
898.0,141.0
900.0,141.0
903.0,140.0
906.0,141.0
909.0,142.0
912.0,141.0
915.0,140.0
918.0,140.0
921.0,140.0
924.0,139.0
927.0,138.0
930.0,136.0
931.0,135.0
934.0,134.0
937.0,133.0
939.0,131.0
942.0,128.0
943.0,127.0
946.0,124.0
949.0,120.0
952.0,119.0
955.0,118.0
957.0,118.0
960.0,119.0
962.0,121.0
964.0,123.0
966.0,125.0
969.0,129.0
972.0,131.0
974.0,132.0
977.0,134.0
980.0,136.0
983.0,135.0
986.0,135.0
989.0,135.0
992.0,134.0
995.0,134.0
998.0,134.0
1001.0,135.0
1004.0,134.0
1007.0,133.0
1010.0,133.0
1013.0,133.0
1016.0,134.0
1019.0,133.0
1022.0,134.0
1025.0,134.0
1028.0,134.0
1031.0,134.0
1034.0,135.0
1037.0,135.0
1040.0,135.0
1043.0,134.0
1046.0,134.0
1049.0,135.0
1052.0,135.0
1055.0,135.0
1058.0,134.0
1061.0,131.0
1064.0,128.0
1066.0,126.0
1069.0,123.0
1072.0,123.0
1075.0,124.0
1076.0,124.0
1079.0,127.0
1082.0,132.0
1084.0,134.0
1087.0,137.0
1090.0,138.0
1093.0,139.0
1094.0,139.0
1097.0,140.0
1100.0,143.0
1103.0,145.0
1106.0,127.0
1109.0,90.0
1112.0,102.0
1115.0,144.0
1118.0,146.0
1119.0,145.0
1122.0,140.0
1125.0,141.0
1128.0,142.0
1129.0,142.0
1130.0,142.0
1131.0,142.0
1134.0,143.0
1137.0,142.0
1140.0,141.0
1141.0,141.0
1142.0,141.0
1143.0,141.0
1144.0,141.0
1147.0,142.0
1150.0,141.0
1152.0,139.0
1154.0,137.0
1157.0,136.0
1160.0,135.0
1163.0,134.0
1166.0,132.0
1168.0,130.0
1170.0,128.0
1172.0,126.0
1175.0,122.0
1178.0,121.0
1181.0,120.0
1184.0,118.0
1186.0,119.0
1189.0,122.0
1191.0,125.0
1194.0,129.0
1197.0,133.0
1200.0,134.0
1203.0,135.0
1205.0,136.0
1207.0,137.0
1209.0,137.0
1210.0,137.0
1211.0,137.0
1212.0,137.0
1213.0,137.0
1214.0,137.0
1215.0,137.0
1216.0,137.0
1217.0,137.0
1218.0,137.0
1219.0,137.0
1220.0,137.0
1221.0,137.0
1222.0,137.0
1223.0,137.0
1224.0,137.0
1225.0,137.0
1226.0,137.0
1227.0,137.0
1228.0,137.0
1229.0,137.0
1230.0,137.0
1233.0,137.0
1234.0,137.0
1237.0,138.0
1240.0,137.0
1243.0,137.0
1244.0,137.0
1247.0,138.0
1250.0,137.0
1253.0,137.0
1254.0,137.0
1255.0,137.0
1256.0,137.0
1259.0,138.0
1262.0,139.0
1263.0,139.0
1264.0,139.0
1265.0,139.0
1268.0,138.0
1269.0,138.0
1270.0,138.0
1271.0,138.0
1272.0,138.0
1275.0,136.0
1278.0,134.0
1281.0,132.0
1284.0,130.0
1287.0,128.0
1290.0,127.0
1293.0,125.0
1295.0,124.0
1298.0,127.0
1300.0,130.0
1302.0,133.0
1304.0,136.0
1307.0,138.0
1309.0,139.0
1312.0,140.0
1315.0,141.0
