Time,Amplitude
-6.889584404482405944e+00
-3.499210353873536405e+00
-5.242140019267651496e-01
2.036594120580048184e+00
4.184403482868958690e+00
5.920403554162078308e+00
7.245783803681490554e+00
8.161733700649307366e+00
8.669442714287612262e+00
8.770100313818517179e+00
8.464895968461121356e+00
7.871914991972033704e+00
7.005683376247219485e+00
5.553167122260475708e+00
3.039557487393039992e+00
-3.307790895250946051e-01
-4.349646797850510893e+00
-8.048577880840724674e+00
-1.183414565568631360e+01
-1.467414427823575807e+01
-1.638551194475755324e+01
-1.693540414888650503e+01
-1.755695223092052970e+01
-1.623215268614274009e+01
-1.422967909433057798e+01
-1.194807391500683025e+01
-9.164812448452124727e+00
-6.088809351121909685e+00
-3.851920226034025063e+00
-1.254980697756906238e+00
1.856062847674166960e+00
5.013032131543127434e+00
6.983474354194896705e+00
7.975156514130361529e+00
7.459968720475217197e+00
7.315184609478194488e+00
6.728976783584101895e+00
6.308755651719593516e+00
5.943000068545359227e+00
5.495021088791759212e+00
4.344404362159508537e+00
4.055058765696429646e+00
3.531481694144645189e+00
4.158069155871515932e+00
4.582339630745138948e+00
4.623371210249018759e+00
4.882949701780233909e+00
4.807110983402480997e+00
4.748225884720454815e+00
4.614206020687959153e+00
4.333048964767357347e+00
4.585366958725074937e+00
3.636953216611743755e+00
2.522639347174958857e+00
1.898401354921588791e+00
1.542545933209083842e+00
1.267494400291212742e+00
1.082339183768112889e+00
6.645928858939669226e-01
-3.097111302093082941e-01
-6.964259131736980635e-01
-4.402829192660533408e-01
-3.914365903287944093e-01
1.445411076447840060e-01
3.222922010435240736e-01
4.287192715934224907e-01
5.287884734580359236e-01
5.842403223976475601e-01
6.811945285365368363e-01
6.375660788143591162e-01
5.842249880352028413e-01
6.653413177579352578e-01
2.329355208432559721e-01
-1.129156513894145064e-01
5.621192220790760530e-01
1.047989398616977041e+00
1.954389940065226483e+00
1.904059557652004742e+00
1.784250373170806370e+00
1.530310136139434007e+00
1.570266085503675413e+00
1.383838719943611295e+00
1.764401384599864286e+00
1.671608485687073653e+00
1.677748527842823023e+00
2.224363985164558244e+00
1.868818661932209579e+00
1.078248857426899576e+00
-3.420983541119824167e-01
-1.567306535462563488e+00
-2.353204521598343035e+00
-3.264269882255149469e+00
-3.614624709294560034e+00
-3.390889619138960143e+00
-2.755021545286155060e+00
-2.192961888625944766e+00
-2.648896895350645764e+00
-3.435850710717886614e+00
-3.522090128865414727e+00
-3.380618508284072732e+00
-3.576133421003362400e+00
-3.720545305208929676e+00
-3.947746980390235194e+00
-4.383989304831743539e+00
-3.993621811398440968e+00
-4.010253203309844139e+00
-4.602509698281721739e+00
-5.141660719655021694e+00
-5.577836527190868310e+00
-4.598861309900144079e+00
-3.960490524197837203e+00
-3.827866528937164503e+00
-2.229045407987001681e+00
-4.459402103513525617e-01
6.920477360419283741e-01
1.706061069724398749e+00
1.867338885818867311e+00
2.042199210278539567e+00
3.180817000346479517e+00
3.635852145382045819e+00
3.768616721142507231e+00
3.779096705164846526e+00
3.742506583474920490e+00
3.750862085532020274e+00
4.322256423140714787e+00
3.840206771918587947e+00
4.242345510416924981e+00
4.401981627489362836e+00
4.668088763532097119e+00
4.663363882046468234e+00
3.815265501142107496e+00
3.130608795444771886e+00
3.623220428645822722e+00
3.013069081463441989e+00
2.179766021490564754e+00
1.442026487122689105e+00
5.767516335029085894e-01
-4.680177132593144051e-02
-3.904158561840631592e-02
-4.979199677059398255e-01
-6.773282066232297893e-01
-1.477859801049163480e+00
-1.821613439767361342e+00
-2.537334514744031821e+00
-2.026447948085575490e+00
-1.806387549409834037e+00
-1.102028358786668605e+00
-9.344653783029457372e-01
-4.942082873769493290e-01
-3.836572644182467684e-01
-1.314529548066332154e-01
5.870441393233249983e-02
7.802825733193685664e-03
-1.485024676550779077e-01
-4.433446852419535844e-01
-1.950179231438085026e-01
-1.406110098757267224e-01
-1.595231383349755561e-01
-4.503006500164019599e-01
-9.058545369150863280e-01
-1.502848028380270762e+00
-1.993553316816246479e+00
-2.083120468458048435e+00
-2.355373395918547885e+00
-2.192117255490671823e+00
-2.550977520829235345e+00
-3.091577351697452514e+00
-3.048830476022487801e+00
-2.916554049388707881e+00
-3.046967243706944828e+00
-3.630420648670536821e+00
-3.815068311661320877e+00
-4.255808060974402451e+00
-3.549659911234471110e+00
-2.951235394603514806e+00
-1.436424744239786833e+00
-5.922169923118190127e-01
6.923342471589251090e-01
1.042400214669214620e-01
7.736742905156006600e-01
1.897075186169644212e+00
3.304542311537034038e+00
5.032665375470685376e+00
6.344622028102833156e+00
7.056283454528966104e+00
7.319710967110950151e+00
7.716306962374176237e+00
8.120498406441868156e+00
7.464727650669402692e+00
6.414154955115321854e+00
4.987111103954134705e+00
4.572157884068758449e+00
3.450751124774257050e+00
2.934573032390261460e+00
1.896425949832149627e+00
7.465519389512849102e-01
-6.736256190868914473e-01
-1.726000213699279584e+00
-3.443819523987258435e+00
-2.967799413204829762e+00
-2.958227801811688096e+00
-2.204003654327465256e+00
-1.738369169794538038e+00
-1.542603307056424455e+00
-1.351082791358550139e+00
-6.649989041732169426e-01
-2.704817809163273523e-01
-5.735123584835264410e-01
-1.287473683999706964e+00
-2.070846603448103451e+00
-2.412132622509886914e+00
-2.873991320709450292e+00
-4.360645114753310736e+00
-5.126556107188520173e+00
-5.274430508860547206e+00
-4.951812879124616984e+00
-4.289989558378323409e+00
-3.978878351216536657e+00
-3.743863620237277701e+00
-3.628387867129987399e+00
-2.918043206786421706e+00
-1.908478835903309800e+00
-1.642202373792059689e+00
-7.516094440283040967e-01
-1.570692558900077529e-02
8.089405002962450908e-01
6.995850535881231735e-01
5.599997130408098656e-01
8.495919535835128045e-01
-7.702945969959955619e-01
-1.136681289199174216e+00
-1.344287373820776565e+00
-7.670339519563924569e-01
7.427205181301701487e-01
2.852742172110652064e+00
3.432870335670429540e+00
4.309634598350839951e+00
4.873631615210513246e+00
5.576720265177783631e+00
6.014160147160026781e+00
6.631841817759806190e+00
6.046834673517537340e+00
5.402935192662226882e+00
4.899720869474606388e+00
3.923513922873610227e+00
2.527955995822281920e+00
9.805916728727197551e-01
-6.701609911642094630e-01
-2.501968563617822383e+00
-4.973025479956163508e+00
-5.229499909296720261e+00
-5.468360559300407431e+00
-5.350995951311034560e+00
-5.525727096695021601e+00
-4.989977579956956788e+00
-5.556714117979566936e+00
-4.555319589675036696e+00
-3.632670540173336349e+00
-2.874754484323602810e+00
-2.285802788308785694e+00
-1.757085725643889873e+00
-1.787764761142511816e+00
-8.302489910487054203e-01
2.408577409592567165e-01
1.452806481874830524e+00
1.995766775718806230e+00
2.185288878201021134e+00
1.932666477937715399e+00
2.211580980784248140e+00
3.030570936557069217e+00
3.685254843490810117e+00
4.247482094783890716e+00
4.617004457290647679e+00
4.805264198523076402e+00
5.737842455661251506e+00
6.053944441288848566e+00
6.207010851419141773e+00
6.490721117341792024e+00
6.954421036074990070e+00
7.525453574969219517e+00
8.205024684397557166e+00
9.014368459493908858e+00
1.115329906152501849e+01
1.163999554852190954e+01
1.189093132553864507e+01
1.079376156458349101e+01
8.295341908675339937e+00
5.151207886586604445e+00
2.068704181081528759e+00
-1.583423281793471915e+00
-6.049924123595729952e+00
-1.044594825189997778e+01
-1.465096016492165631e+01
-1.817316862443368564e+01
-2.095017223696709152e+01
-2.270783220317682094e+01
-2.437320954200811229e+01
-2.418608666864926704e+01
-2.245692439945139540e+01
-1.965951018695622565e+01
-1.607285676674291608e+01
-1.166003848137521004e+01
-6.869190118841686399e+00
-2.911470416783174642e+00
8.213380130809468938e-01
3.401564174210193414e+00
4.558427655024615888e+00
5.697130095489967516e+00
6.063606958055572704e+00
6.157984487481854785e+00
6.039807949609240723e+00
5.787492446102305621e+00
4.845814179192103666e+00
4.538176812183593256e+00
4.277100986380389713e+00
4.650393764260115859e+00
4.780159275417219078e+00
5.319627063328994154e+00
6.142122229113795129e+00
6.543179947736689428e+00
6.839208786449290756e+00
7.004991010205827706e+00
6.905565503305524544e+00
6.694874365727258692e+00
5.450742847031307292e+00
4.434191024005713189e+00
3.897678100189466477e+00
3.555784328147439055e+00
2.852874788624774283e+00
2.062660777359468511e+00
1.221777451238210688e+00
2.340062726391920478e-01
-2.306185234008353291e-01
-3.718498504279637018e-01
-5.986541935293132610e-01
-3.600947611432445683e-01
-3.158340520755302805e-01
-6.890873239304653453e-01
-9.752289153618107775e-01
-1.338360952196154585e+00
-1.582254050780250054e+00
-1.763790135345374210e+00
-1.691353340581542852e+00
-1.566388319813398766e+00
-1.785883915731574234e+00
-1.616905107835520994e+00
-1.083869127392972587e+00
-3.379777629184275156e-01
-1.466792582437221881e-01
-4.542864686478367275e-01
-4.096613674162483676e-01
-3.434909808217412319e-01
-5.938450209145855752e-01
-6.274482873584474873e-01
-5.895604970446584048e-01
-7.944448932227032856e-02
8.261559659875956640e-01
1.375095635528879257e+00
1.979065375311790831e+00
2.518126943808653095e+00
2.996307974292903964e+00
3.317855423319201691e+00
3.485397974429872647e+00
3.617829160886401496e+00
3.655902661156176237e+00
4.128038929376714350e+00
4.352024434909878892e+00
4.550451872503487039e+00
3.288660918986010984e+00
1.694557789859800323e+00
1.067567414708889828e-01
-1.224639353234664441e+00
-3.083505160639049336e+00
-4.360339554621191382e+00
-6.200761439693962984e+00
-7.580859737171010693e+00
-8.259603336155720399e+00
-9.459367351676348790e+00
-9.943926270650678134e+00
-1.015648047303210433e+01
-1.004136932866720144e+01
-9.253217994692249704e+00
-7.784554190928247408e+00
-6.353273224740490832e+00
-4.705512958284003844e+00
-2.599539526900372266e+00
-1.307301992334288343e+00
-2.753687154914814528e-01
-2.822492425674170136e-01
3.450856767512391343e-01
9.282693829067056868e-01
1.839770529150825951e+00
1.801897800184605103e+00
1.653062578471860888e+00
9.998530606620477101e-01
4.987775971539178954e-01
6.688570511921341222e-01
9.672690845657996306e-01
2.004156450662549105e+00
3.459961065626970367e+00
4.461214608147884064e+00
6.072252234000842464e+00
6.521699966286320205e+00
6.735457815821405347e+00
7.253027206661329274e+00
7.650405547801824468e+00
7.041851572517231261e+00
5.751241639629824931e+00
5.023773291849437328e+00
4.935454861115346148e+00
4.471714691903457606e+00
4.463884284231937727e+00
3.227466694264194302e+00
1.326163379214136739e+00
-8.573513774611853933e-01
-1.597392270123094704e+00
-2.144554413476697619e+00
-2.238203795110649708e+00
-2.674643735411393664e+00
-2.451160547738453488e+00
-2.530428233173466879e+00
-2.055848446079124869e+00
-2.244400699287808720e+00
-1.810884592691508033e+00
-2.029436614637461389e+00
-1.748407172244384356e+00
-2.237018187692825677e+00
-2.022012796750288999e+00
-1.037350754025482047e+00
-3.539030787299850545e-01
1.747680464126801780e-01
5.418594321412797399e-01
-2.825381568686680112e-02
-4.709704586052225750e-01
-5.333614372136992188e-01
4.364065485623314089e-02
-3.710011589359680784e-01
-8.506810663650981041e-01
-1.365175578935293288e+00
-8.283264971835819779e-01
-7.744141468906207137e-01
-8.381485293532193737e-01
-1.206269415634864117e+00
-1.569940499717631610e+00
-1.402133497403184492e+00
-7.509488609096024447e-01
-7.375991676153432763e-01
-1.280898459743866624e-01
1.509166872004641391e-01
3.177226503050292195e-01
4.990244529103335935e-01
6.602847880573960992e-01
7.189395012067620883e-01
5.588962071715286584e-01
7.504450684757273393e-01
3.198184481349244379e-01
-1.586272443171310442e-02
-2.458992640620749626e-01
-3.846406562682886943e-01
-4.244407341962528335e-01
-9.824643516303410706e-01
-1.626488220402762863e+00
