Sample	Normalized_Value
1830	0.6765
1831	0.6765
1832	0.6765
1833	0.6471
1834	0.6471
1835	0.6471
1836	0.6471
1837	0.6471
1838	0.6471
1839	0.6471
1840	0.6471
1841	0.6471
1842	0.6471
1843	0.6471
1844	0.6471
1845	0.6471
1846	0.6471
1847	0.6471
1848	0.6471
1849	0.6471
1850	0.6471
1851	0.6471
1852	0.7059
1853	0.7059
1854	0.7059
1855	0.7059
1856	0.7059
1857	0.7059
1858	0.7059
1859	0.7059
1860	0.7059
1861	0.7647
1862	0.7647
1863	0.7647
1864	0.7647
1865	0.6471
1866	0.6471
1867	0.6471
1868	0.6471
1869	0.6471
1870	0.6471
1871	0.6471
1872	0.6471
1873	0.7353
1874	0.7353
1875	0.7353
1876	0.7059
1877	0.7059
1878	0.7059
1879	0.7059
1880	0.7059
1881	0.7059
1882	0.7059
1883	0.7059
1884	0.7059
1885	0.6765
1886	0.6765
1887	0.6765
1888	0.6765
1889	0.6765
1890	0.7353
1891	0.7353
1892	0.7353
1893	0.7353
1894	0.7059
1895	0.7059
1896	0.7059
1897	0.7059
1898	0.7059
1899	0.7059
1900	0.7059
1901	0.7059
1902	0.7353
1903	0.7353
1904	0.7353
1905	0.7353
1906	0.7353
1907	0.7353
1908	0.7353
1909	0.7353
1910	0.7353
1911	0.7353
1912	0.7353
1913	0.7353
1914	0.6471
1915	0.6471
1916	0.6471
1917	0.6471
1918	0.5588
1919	0.5000
1920	0.3824
1921	0.3824
1922	0.3824
1923	0.3824
1924	0.3824
1925	0.4118
1926	0.5588
1927	0.5588
1928	0.5588
1929	0.5588
1930	0.5588
1931	0.5588
1932	0.6176
1933	0.6765
1934	0.8235
1935	0.8235
1936	0.8235
1937	0.8235
1938	0.9412
1939	0.9412
1940	0.9412
1941	0.9412
1942	0.9412
1943	0.9412
1944	0.9412
1945	0.9412
1946	0.9412
1947	0.9412
1948	0.9706
1949	0.9706
1950	0.9706
1951	0.9706
1952	0.9706
1953	0.9706
1954	0.9706
1955	0.3235
1956	-0.1176
1957	-0.4412
1958	-0.6765
1959	-0.8235
1960	-0.9412
1961	-0.9412
1962	-0.9412
1963	-0.9412
1964	-0.9412
1965	-0.9412
1966	-0.9412
1967	-0.9412
1968	-0.9412
1969	-0.9412
1970	-0.9412
1971	-0.4118
1972	-0.0588
1973	0.2059
1974	0.3824
1975	0.5000
1976	0.5882
1977	0.6471
1978	0.6471
1979	0.6765
1980	0.8235
1981	0.8235
1982	0.8235
1983	0.8529
1984	0.8529
1985	0.8529
1986	0.8529
1987	0.8529
1988	0.8529
1989	0.8529
1990	0.8529
1991	0.8529
1992	0.7941
1993	0.7941
1994	0.7941
1995	0.7941
1996	0.7941
1997	0.8824
1998	0.8824
1999	0.8824
2000	0.8824
2001	0.8824
2002	0.8824
2003	0.8824
2004	0.8824
2005	0.8824
2006	0.8824
2007	0.7941
2008	0.6471
2009	0.6471
2010	0.6471
2011	0.6471
2012	0.6471
2013	0.6471
2014	0.6471
2015	0.6471
2016	0.6471
2017	0.6471
2018	0.6471
2019	0.6471
2020	0.6471
2021	0.6471
2022	0.6471
2023	0.6471
2024	0.6471
2025	0.6471
2026	0.6471
2027	0.6471
2028	0.6471
2029	0.6471
2030	0.6471
2031	0.6471
2032	0.6471
2033	0.6471
2034	0.6471
2035	0.6471
2036	0.6471
2037	0.2647
2038	0.0000
2039	-0.2059
2040	-0.3529
2041	-0.4412
2042	-0.4412
2043	-0.4412
2044	-0.4412
2045	-0.4412
2046	-0.4412
2047	-0.4412
2048	-0.4412
2049	-0.4412
2050	-0.4412
2051	-0.4412
2052	-0.4412
2053	-0.4412
2054	-0.4412
2055	-0.4412
2056	-0.0882
2057	0.1765
2058	0.3529
2059	0.4706
2060	0.5294
2061	0.6765
2062	0.6765
2063	0.6765
2064	0.6765
2065	0.6765
2066	0.6765
2067	0.7941
2068	0.7941
2069	0.7941
2070	0.7941
2071	0.7941
2072	0.7941
2073	0.7941
2074	0.7941
2075	0.7941
2076	0.7941
2077	0.7941
2078	0.7941
2079	0.7941
2080	0.7941
2081	0.7941
2082	0.7941
2083	0.7941
2084	0.7941
2085	0.7941
2086	0.7941
2087	0.7353
2088	0.7353
2089	0.7353
2090	0.7353
2091	0.7647
2092	0.7647
2093	0.7647
2094	0.7647
2095	0.7647
2096	0.6471
2097	0.6471
2098	0.6471
2099	0.6471
2100	0.6471
2101	0.6471
2102	0.6471
2103	0.6471
2104	0.6471
2105	0.6471
2106	0.6471
2107	0.6471
2108	0.6471
2109	0.6471
2110	0.6471
2111	0.6471
2112	0.6471
2113	0.6471
2114	0.6471
2115	0.6471
2116	0.6471
2117	0.6471
2118	0.6471
2119	0.6471
2120	0.6471
2121	0.6471
2122	0.6471
2123	0.6471
2124	0.6471
2125	0.6765
2126	0.6765
2127	0.6765
2128	0.6765
2129	0.6765
2130	0.6765
2131	0.6765
2132	0.7353
2133	0.7353
2134	0.7353
2135	0.7353
2136	0.7353
2137	0.7059
2138	0.7059
2139	0.7059
2140	0.7059
2141	0.7353
2142	0.7353
2143	0.7353
2144	0.7353
2145	0.7353
2146	0.7353
2147	0.7353
2148	0.7353
2149	0.7353
2150	0.7353
2151	0.7353
2152	0.7353
2153	0.7353
2154	0.7353
2155	0.7353
2156	0.7353
2157	0.7353
2158	0.7353
